#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
nc_sll0217-as2|124	1	73	0	0	0	0	0	0
nc_slr0320-as3|40	1	75	0	0	0	0	0	0
nc_sll1501|70	1	75	0	0	0	0	0	0
nc_slr1278|38	1	72	0	0	0	0	0	0
nc_ncr1500|51	1	74	0	0	0	0	0	0
nc_slr1138-as|9	1	74	0	0	0	0	0	0
nc_ncr1500|57	1	76	0	0	0	0	0	0
nc_sll1228-as2|67	1	76	0	0	0	0	0	0
nc_slr0088|71	1	75	0	0	0	0	0	0
nc_slr0042-as3|63	1	72	0	0	0	0	0	0
nc_slr1064|67	1	71	0	0	0	0	0	0
nc_ncr1200|30	1	71	0	0	0	0	0	0
nc_slr2057-as|28	1	74	0	0	0	0	0	0
nc_ncl1190|29	1	75	0	0	0	0	0	0
nc_sll1070|119	1	71	0	0	0	0	0	0
nc_slr1028-as5|44	1	71	0	0	0	0	0	0
nc_slr1541|89	1	74	0	0	0	0	0	0
nc_sll0503-as2|105	1	76	0	0	0	0	0	0
nc_ncl0300|42	1	72	0	0	0	0	0	0
nc_sll0270|27	1	75	0	0	0	0	0	0
nc_sll1372-as|31	1	76	0	0	0	0	0	0
nc_sll1696|79	1	72	0	0	0	0	0	0
nc_ncr0370|28	1	75	0	0	0	0	0	0
nc_sll1570-as|48	1	71	0	0	0	0	0	0
nc_sll0854-as|26	1	74	0	0	0	0	0	0
nc_slr0483-as|105	1	76	0	0	0	0	0	0
nc_slr0534-as3|143	1	76	0	0	0	0	0	0
nc_slr0521|20	1	76	0	0	0	0	0	0
nc_slr2046-as4|122	1	71	0	0	0	0	0	0
nc_sll0686|4	1	76	0	0	0	0	0	0
nc_sll0574-as|37	1	75	0	0	0	0	0	0
nc_sll0088-as|93	1	76	0	0	0	0	0	0
nc_slr1697-as|36	1	76	0	0	0	0	0	0
nc_slr1636-as|8	1	76	0	0	0	0	0	0
nc_ncr1020|61	1	73	0	0	0	0	0	0
nc_sll0723-as|116	1	74	0	0	0	0	0	0
nc_sll0601-as|57	1	71	0	0	0	0	0	0
nc_slr1277-as|98	1	71	0	0	0	0	0	0
nc_sll0601-as|51	1	74	0	0	0	0	0	0
nc_ssl1255-as|23	1	73	0	0	0	0	0	0
nc_slr0900-as|20	1	72	0	0	0	0	0	0
nc_ncl1255|105	1	71	0	0	0	0	0	0
nc_sll0513-as|3	1	72	0	0	0	0	0	0
nc_ncl1590|45	1	72	0	0	0	0	0	0
nc_sll0993-as|54	1	74	0	0	0	0	0	0
nc_sll0445|100	1	72	0	0	0	0	0	0
nc_sll0513-as|9	1	76	0	0	0	0	0	0
nc_slr0604-as|6	1	74	0	0	0	0	0	0
nc_sll0446-as|29	1	71	0	0	0	0	0	0
nc_sll1908-as|15	1	75	0	0	0	0	0	0
nc_slr0442-as2|55	1	76	0	0	0	0	0	0
nc_sll0284-as2|1	1	76	0	0	0	0	0	0
nc_ncr0350|58	1	75	0	0	0	0	0	0
nc_slr0031-as|58	1	71	0	0	0	0	0	0
nc_slr0469|67	1	76	0	0	0	0	0	0
nc_sll1247-as|98	1	73	0	0	0	0	0	0
nc_slr1083-as|44	1	75	0	0	0	0	0	0
nc_sll1664-as|31	1	74	0	0	0	0	0	0
nc_sll1041-as|92	1	75	0	0	0	0	0	0
nc_ssl0312|124	1	73	0	0	0	0	0	0
nc_slr1705-as|28	1	76	0	0	0	0	0	0
nc_sll0274-as|6	1	74	0	0	0	0	0	0
nc_ssl3382-as|115	1	76	0	0	0	0	0	0
nc_sll1124-as|64	1	71	0	0	0	0	0	0
nc_ssl1633-as2|46	1	76	0	0	0	0	0	0
nc_slr0482|0	1	76	0	0	0	0	0	0
nc_ssr2317|74	1	75	0	0	0	0	0	0
nc_ncr1550|29	1	74	0	0	0	0	0	0
nc_ncl1800|123	1	71	0	0	0	0	0	0
nc_slr1438|77	1	73	0	0	0	0	0	0
nc_slr0171-as|1	1	72	0	0	0	0	0	0
nc_sll0732-as|106	1	71	0	0	0	0	0	0
nc_slr2027-as|21	1	73	0	0	0	0	0	0
nc_slr0844-as|2	1	71	0	0	0	0	0	0
nc_slr0655-as|99	1	75	0	0	0	0	0	0
nc_slr1322-as2|73	1	73	0	0	0	0	0	0
nc_ncl0620|53	1	71	0	0	0	0	0	0
nc_sll0541-as3|16	1	75	0	0	0	0	0	0
nc_slr0378-as|2	1	72	0	0	0	0	0	0
nc_slr1367|55	1	73	0	0	0	0	0	0
nc_ssr1562-as2|229	1	73	0	0	0	0	0	0
nc_sll1018|2	1	74	0	0	0	0	0	0
nc_slr0320-as|60	1	72	0	0	0	0	0	0
nc_slr1969-as2|79	1	75	0	0	0	0	0	0
nc_sll0802|47	1	71	0	0	0	0	0	0
nc_ssr3307-as|42	1	73	0	0	0	0	0	0
nc_ncl0730|32	1	74	0	0	0	0	0	0
nc_slr0257|57	1	73	0	0	0	0	0	0
nc_slr0320-as|68	1	72	0	0	0	0	0	0
nc_slr2132-as|51	1	75	0	0	0	0	0	0
nc_sll0723-as2|62	1	76	0	0	0	0	0	0
nc_sll1890|95	1	71	0	0	0	0	0	0
nc_slr1919-as|38	1	71	0	0	0	0	0	0
nc_sll0045|35	1	71	0	0	0	0	0	0
nc_slr1023|68	1	71	0	0	0	0	0	0
nc_sll0107|11	1	75	0	0	0	0	0	0
nc_sll0401-as2|151	1	73	0	0	0	0	0	0
nc_slr1624|34	1	72	0	0	0	0	0	0
nc_sll1699-as|56	1	72	0	0	0	0	0	0
nc_sll1426|35	1	71	0	0	0	0	0	0
nc_sll1528-as|60	1	71	0	0	0	0	0	0
nc_slr1931-as|21	1	73	0	0	0	0	0	0
nc_sll0744-as|23	1	76	0	0	0	0	0	0
nc_ncr0520|46	1	72	0	0	0	0	0	0
nc_slr1964|74	1	72	0	0	0	0	0	0
nc_sll1191-as|10	1	76	0	0	0	0	0	0
nc_sll0065|28	1	73	0	0	0	0	0	0
nc_slr0604-as2|132	1	71	0	0	0	0	0	0
nc_ssr0761|44	1	71	0	0	0	0	0	0
nc_slr0981-as|34	1	73	0	0	0	0	0	0
nc_slr1808|78	1	75	0	0	0	0	0	0
nc_slr0963-as|83	1	71	0	0	0	0	0	0
nc_sll1028-as|104	1	74	0	0	0	0	0	0
nc_sll1873|74	1	72	0	0	0	0	0	0
nc_slr1023|3	1	73	0	0	0	0	0	0
nc_sll1578|2	1	73	0	0	0	0	0	0
nc_slr2026|61	1	73	0	0	0	0	0	0
nc_ncl0320|40	1	75	0	0	0	0	0	0
nc_sll0082-as|118	1	74	0	0	0	0	0	0
nc_slr0359|6	1	76	0	0	0	0	0	0
nc_slr0953-as|83	1	75	0	0	0	0	0	0
nc_slr1114|86	1	71	0	0	0	0	0	0
nc_ssr1562-as2|68	1	76	0	0	0	0	0	0
nc_ncr0060|2	1	74	0	0	0	0	0	0
nc_sll1289-as2|157	1	75	0	0	0	0	0	0
nc_sll0493|46	1	72	0	0	0	0	0	0
nc_sll0847|34	1	71	0	0	0	0	0	0
nc_slr0935-as|19	1	76	0	0	0	0	0	0
nc_slr0681-as|23	1	76	0	0	0	0	0	0
nc_slr1857-as|9	1	75	0	0	0	0	0	0
nc_sll1808|27	1	76	0	0	0	0	0	0
nc_sll0372-as|47	1	72	0	0	0	0	0	0
nc_slr1073-as|132	1	74	0	0	0	0	0	0
nc_slr1666-as|60	1	76	0	0	0	0	0	0
nc_slr1211-as|49	1	76	0	0	0	0	0	0
nc_sll0996|8	1	76	0	0	0	0	0	0
nc_sll0601-as|71	1	73	0	0	0	0	0	0
nc_slr1847|120	1	76	0	0	0	0	0	0
nc_slr1608-as|32	1	71	0	0	0	0	0	0
nc_sll0728-as2|58	1	73	0	0	0	0	0	0
nc_slr1511|129	1	74	0	0	0	0	0	0
nc_slr1248-as|56	1	71	0	0	0	0	0	0
nc_sll1572-as3|68	1	72	0	0	0	0	0	0
nc_ncr0070|44	1	75	0	0	0	0	0	0
nc_sll1787|29	1	76	0	0	0	0	0	0
nc_sll1730-as|128	1	76	0	0	0	0	0	0
nc_ncl1110|29	1	76	0	0	0	0	0	0
nc_slr0936|70	1	76	0	0	0	0	0	0
nc_sll1814|54	1	74	0	0	0	0	0	0
nc_slr1703-as|81	1	74	0	0	0	0	0	0
nc_slr1028|125	1	72	0	0	0	0	0	0
nc_ssl2922-as|71	1	73	0	0	0	0	0	0
nc_sll1035-as|57	1	73	0	0	0	0	0	0
nc_ncl0110|22	1	71	0	0	0	0	0	0
nc_slr0807-as|4	1	71	0	0	0	0	0	0
nc_ncl0310|118	1	71	0	0	0	0	0	0
nc_sll1755-as2|24	1	72	0	0	0	0	0	0
nc_sll1283|33	1	74	0	0	0	0	0	0
nc_ncl1380|28	1	75	0	0	0	0	0	0
nc_sll0550|76	1	71	0	0	0	0	0	0
nc_slr0758|91	1	75	0	0	0	0	0	0
nc_ncl1330|102	1	75	0	0	0	0	0	0
nc_ncr0670|88	1	71	0	0	0	0	0	0
nc_slr0072|38	1	71	0	0	0	0	0	0
nc_slr0084|2	1	74	0	0	0	0	0	0
nc_sll1070|40	1	74	0	0	0	0	0	0
nc_ncl0620|2	1	74	0	0	0	0	0	0
nc_slr1911-as|28	1	71	0	0	0	0	0	0
nc_slr1828-as|78	1	72	0	0	0	0	0	0
nc_sll1184|53	1	75	0	0	0	0	0	0
nc_slr1317-as|4	1	74	0	0	0	0	0	0
nc_slr2088|44	1	75	0	0	0	0	0	0
nc_slr0758-as|61	1	74	0	0	0	0	0	0
nc_slr1277-as2|30	1	71	0	0	0	0	0	0
nc_sll0540-as|53	1	76	0	0	0	0	0	0
nc_sll1270-as|79	1	74	0	0	0	0	0	0
nc_sll1223-as|94	1	73	0	0	0	0	0	0
nc_slr0479-as|99	1	72	0	0	0	0	0	0
nc_slr0743-as|37	1	73	0	0	0	0	0	0
nc_sll1371|30	1	75	0	0	0	0	0	0
nc_sll0873-as|47	1	74	0	0	0	0	0	0
nc_sll1533|20	1	73	0	0	0	0	0	0
nc_slr1729-as|2	1	76	0	0	0	0	0	0
nc_slr2026|80	1	72	0	0	0	0	0	0
nc_sll1941-as|85	1	72	0	0	0	0	0	0
nc_sll0088-as2|29	1	76	0	0	0	0	0	0
nc_ncl1480|0	1	72	0	0	0	0	0	0
nc_ncl1630|112	1	73	0	0	0	0	0	0
nc_slr0963|21	1	73	0	0	0	0	0	0
nc_ssr1880-as|97	1	71	0	0	0	0	0	0
nc_sll1123-as|3	1	74	0	0	0	0	0	0
nc_slr1207-as|31	1	76	0	0	0	0	0	0
nc_sll1306-as|35	1	71	0	0	0	0	0	0
nc_ncl0830|19	1	71	0	0	0	0	0	0
nc_sll1432-as|55	1	73	0	0	0	0	0	0
nc_ssr2315|146	1	76	0	0	0	0	0	0
nc_sll0007-as|72	1	76	0	0	0	0	0	0
nc_slr1127|65	1	71	0	0	0	0	0	0
nc_slr0869-as2|120	1	76	0	0	0	0	0	0
nc_slr2062|55	1	74	0	0	0	0	0	0
nc_slr1584|96	1	72	0	0	0	0	0	0
nc_slr1077-as|68	1	72	0	0	0	0	0	0
nc_sll0163-as|106	1	71	0	0	0	0	0	0
nc_slr1077-as|62	1	76	0	0	0	0	0	0
nc_ssr2857-as|69	1	76	0	0	0	0	0	0
nc_sll1501|14	1	73	0	0	0	0	0	0
nc_slr0757-as2|75	1	71	0	0	0	0	0	0
nc_slr0442-as2|0	1	74	0	0	0	0	0	0
nc_sll1121-as3|70	1	76	0	0	0	0	0	0
nc_slr0273|82	1	73	0	0	0	0	0	0
nc_sll1121-as3|76	1	71	0	0	0	0	0	0
nc_slr1490-as2|62	1	71	0	0	0	0	0	0
nc_slr2089-as2|69	1	74	0	0	0	0	0	0
nc_slr0534-as|26	1	76	0	0	0	0	0	0
nc_sll1017|58	1	72	0	0	0	0	0	0
nc_sll0300-as|41	1	75	0	0	0	0	0	0
nc_sll1733-as|33	1	76	0	0	0	0	0	0
nc_slr0084|70	1	75	0	0	0	0	0	0
nc_slr1306|105	1	76	0	0	0	0	0	0
nc_slr1901|27	1	75	0	0	0	0	0	0
nc_slr1325|13	1	74	0	0	0	0	0	0
nc_ncr0490|77	1	74	0	0	0	0	0	0
nc_sll0063|72	1	71	0	0	0	0	0	0
nc_sll0268|4	1	74	0	0	0	0	0	0
nc_slr0744-as|23	1	76	0	0	0	0	0	0
nc_ncr0200|41	1	74	0	0	0	0	0	0
nc_slr2070-as2|8	1	76	0	0	0	0	0	0
nc_sll0993|3	1	74	0	0	0	0	0	0
nc_ncr0020|83	1	73	0	0	0	0	0	0
nc_slr2076-as3|48	1	71	0	0	0	0	0	0
nc_slr2089-as4|30	1	76	0	0	0	0	0	0
nc_slr1101-as|98	1	76	0	0	0	0	0	0
nc_slr1324-as|76	1	76	0	0	0	0	0	0
nc_ncr1600|221	1	75	0	0	0	0	0	0
nc_slr1324-as|70	1	75	0	0	0	0	0	0
nc_ncr0870|157	1	71	0	0	0	0	0	0
nc_ncr0060|50	1	73	0	0	0	0	0	0
nc_sll1954|27	1	74	0	0	0	0	0	0
nc_ssr0692-as|32	1	75	0	0	0	0	0	0
nc_slr1192|40	1	74	0	0	0	0	0	0
nc_slr1396|32	1	74	0	0	0	0	0	0
nc_ncl1490|23	1	72	0	0	0	0	0	0
nc_slr2026-as|41	1	71	0	0	0	0	0	0
nc_sll0842|39	1	74	0	0	0	0	0	0
nc_sll1321-as|88	1	72	0	0	0	0	0	0
nc_sll0997|140	1	71	0	0	0	0	0	0
nc_sll1746|69	1	73	0	0	0	0	0	0
nc_slr1179|113	1	74	0	0	0	0	0	0
nc_slr1674|74	1	72	0	0	0	0	0	0
nc_ncr0410|5	1	76	0	0	0	0	0	0
nc_ncl1450|87	1	71	0	0	0	0	0	0
nc_ncl0650|38	1	71	0	0	0	0	0	0
nc_slr0369-as2|7	1	73	0	0	0	0	0	0
nc_sll1374|3	1	72	0	0	0	0	0	0
nc_sll0646-as|30	1	73	0	0	0	0	0	0
nc_slr0869-as2|73	1	76	0	0	0	0	0	0
nc_ncl1120|73	1	74	0	0	0	0	0	0
nc_slr1593|26	1	74	0	0	0	0	0	0
nc_sll0227-as|31	1	76	0	0	0	0	0	0
nc_ncl0590|66	1	73	0	0	0	0	0	0
nc_slr0756|34	1	75	0	0	0	0	0	0
nc_sll0735-as|2	1	74	0	0	0	0	0	0
nc_slr2141-as|68	1	74	0	0	0	0	0	0
nc_sll1819|14	1	73	0	0	0	0	0	0
nc_sll1819|11	1	76	0	0	0	0	0	0
nc_sll1180|30	1	75	0	0	0	0	0	0
nc_slr1197-as|105	1	72	0	0	0	0	0	0
nc_slr0854|37	1	71	0	0	0	0	0	0
nc_slr0963-as3|16	1	74	0	0	0	0	0	0
nc_slr0079-as|46	1	75	0	0	0	0	0	0
nc_ncr0310|83	1	71	0	0	0	0	0	0
nc_slr0420-as|8	1	71	0	0	0	0	0	0
nc_sll0818|21	1	71	0	0	0	0	0	0
nc_sll1556-as|27	1	74	0	0	0	0	0	0
nc_ncr0460|68	1	75	0	0	0	0	0	0
nc_sll0997|8	1	72	0	0	0	0	0	0
nc_slr0420-as|0	1	74	0	0	0	0	0	0
nc_sll1360-as|42	1	74	0	0	0	0	0	0
nc_ncr1620|106	1	75	0	0	0	0	0	0
nc_slr0056-as2|45	1	71	0	0	0	0	0	0
nc_sll0314|143	1	73	0	0	0	0	0	0
nc_ncr0720|184	1	72	0	0	0	0	0	0
nc_sll1424-as2|100	1	71	0	0	0	0	0	0
nc_slr2018-as|23	1	71	0	0	0	0	0	0
nc_sll0567|58	1	74	0	0	0	0	0	0
nc_slr0889|86	1	74	0	0	0	0	0	0
nc_sll0634-as|89	1	75	0	0	0	0	0	0
nc_sll1802-as|45	1	71	0	0	0	0	0	0
nc_ncr0450|33	1	71	0	0	0	0	0	0
nc_ssr2087-as|53	1	76	0	0	0	0	0	0
nc_slr0665-as|212	1	71	0	0	0	0	0	0
nc_slr1611-as|27	1	76	0	0	0	0	0	0
nc_sll1665-as|48	1	74	0	0	0	0	0	0
nc_ssr3122|65	1	76	0	0	0	0	0	0
nc_slr0918|32	1	71	0	0	0	0	0	0
nc_sll1667-as|36	1	73	0	0	0	0	0	0
nc_slr2046-as|91	1	72	0	0	0	0	0	0
nc_slr0420|118	1	72	0	0	0	0	0	0
nc_slr2031|31	1	71	0	0	0	0	0	0
nc_sll1498-as3|14	1	74	0	0	0	0	0	0
nc_slr0854-as|12	1	76	0	0	0	0	0	0
nc_ncl1460|168	1	76	0	0	0	0	0	0
nc_sll2010-as|55	1	73	0	0	0	0	0	0
nc_sll0909-as|40	1	73	0	0	0	0	0	0
nc_sll1406|33	1	75	0	0	0	0	0	0
nc_slr1290-as|76	1	74	0	0	0	0	0	0
nc_sll1870|83	1	72	0	0	0	0	0	0
nc_slr0541-as|57	1	71	0	0	0	0	0	0
nc_sml0006|34	1	75	0	0	0	0	0	0
nc_sll1018|56	1	74	0	0	0	0	0	0
nc_slr1219-as|136	1	72	0	0	0	0	0	0
nc_sll0541-as|52	1	72	0	0	0	0	0	0
nc_slr0541-as|51	1	76	0	0	0	0	0	0
nc_sll1572-as|99	1	75	0	0	0	0	0	0
nc_slr1982|117	1	73	0	0	0	0	0	0
nc_slr1556-as|6	1	71	0	0	0	0	0	0
nc_sll1127-as2|105	1	76	0	0	0	0	0	0
nc_ncl1255|82	1	71	0	0	0	0	0	0
nc_sll1740|59	1	71	0	0	0	0	0	0
nc_sll1572-as|92	1	74	0	0	0	0	0	0
nc_sll1696|61	1	76	0	0	0	0	0	0
nc_sll1740|51	1	76	0	0	0	0	0	0
nc_slr1451|124	1	71	0	0	0	0	0	0
nc_sll0503-as2|136	1	71	0	0	0	0	0	0
nc_slr1753|60	1	76	0	0	0	0	0	0
nc_sll1699|89	1	71	0	0	0	0	0	0
nc_ncl0680|33	1	73	0	0	0	0	0	0
nc_slr0552|65	1	74	0	0	0	0	0	0
nc_sll1691|99	1	75	0	0	0	0	0	0
nc_ncr0680|3	1	71	0	0	0	0	0	0
nc_sll1263-as|61	1	71	0	0	0	0	0	0
nc_sll0829-as|0	1	74	0	0	0	0	0	0
nc_sll1942|85	1	74	0	0	0	0	0	0
nc_slr0963-as|75	1	71	0	0	0	0	0	0
nc_slr1512|41	1	74	0	0	0	0	0	0
nc_slr2046-as4|115	1	71	0	0	0	0	0	0
nc_slr0534-as3|159	1	73	0	0	0	0	0	0
nc_sll0325-as|32	1	74	0	0	0	0	0	0
nc_sll1363-as|54	1	71	0	0	0	0	0	0
nc_slr0319-as|119	1	71	0	0	0	0	0	0
nc_slr0593-as|43	1	75	0	0	0	0	0	0
nc_slr0327-as|74	1	71	0	0	0	0	0	0
nc_sll0751|61	1	75	0	0	0	0	0	0
nc_sll0659-as|112	1	73	0	0	0	0	0	0
nc_sll1119-as|81	1	75	0	0	0	0	0	0
nc_sll0325-as|39	1	72	0	0	0	0	0	0
nc_slr1790-as|22	1	76	0	0	0	0	0	0
nc_slr1076|47	1	76	0	0	0	0	0	0
nc_slr2031-as|96	1	73	0	0	0	0	0	0
nc_ncl0650|67	1	72	0	0	0	0	0	0
nc_sll0290-as|186	1	76	0	0	0	0	0	0
nc_sll0163|44	1	71	0	0	0	0	0	0
nc_sll0827|52	1	76	0	0	0	0	0	0
nc_sll1606|22	1	74	0	0	0	0	0	0
nc_slr0114|102	1	73	0	0	0	0	0	0
nc_sll0943|56	1	74	0	0	0	0	0	0
nc_slr1219-as|53	1	74	0	0	0	0	0	0
nc_sll0545|79	1	76	0	0	0	0	0	0
nc_slr0088|36	1	75	0	0	0	0	0	0
nc_sll0524-as|35	1	76	0	0	0	0	0	0
nc_slr1081-as|57	1	71	0	0	0	0	0	0
nc_sll0325-as|0	1	71	0	0	0	0	0	0
nc_slr0312|3	1	72	0	0	0	0	0	0
nc_sll1182-as|31	1	72	0	0	0	0	0	0
nc_sll1608-as|43	1	76	0	0	0	0	0	0
nc_slr2027|109	1	71	0	0	0	0	0	0
nc_sll1084-as|7	1	76	0	0	0	0	0	0
nc_slr1076|119	1	75	0	0	0	0	0	0
nc_sll1498-as3|31	1	76	0	0	0	0	0	0
nc_sll0899-as2|48	1	74	0	0	0	0	0	0
nc_sll0898-as|120	1	72	0	0	0	0	0	0
nc_slr1491-as|40	1	76	0	0	0	0	0	0
nc_slr1431|0	1	72	0	0	0	0	0	0
nc_sll0223-as|74	1	72	0	0	0	0	0	0
nc_sll1064-as|3	1	73	0	0	0	0	0	0
nc_slr1438|68	1	72	0	0	0	0	0	0
nc_ssr1604-as|34	1	76	0	0	0	0	0	0
nc_slr1491-as|49	1	71	0	0	0	0	0	0
nc_sll0419|54	1	76	0	0	0	0	0	0
nc_slr1443|96	1	74	0	0	0	0	0	0
nc_ncr1620|92	1	76	0	0	0	0	0	0
nc_slr0359-as2|154	1	74	0	0	0	0	0	0
nc_ssr2857-as|6	1	71	0	0	0	0	0	0
nc_slr1378|120	1	71	0	0	0	0	0	0
nc_ssr1558-as|59	1	72	0	0	0	0	0	0
nc_sll0646-as|40	1	72	0	0	0	0	0	0
nc_slr0529-as|45	1	73	0	0	0	0	0	0
nc_sll0517|49	1	72	0	0	0	0	0	0
nc_slr1028|87	1	74	0	0	0	0	0	0
nc_ssr0761-as|43	1	71	0	0	0	0	0	0
nc_sll0751|82	1	75	0	0	0	0	0	0
nc_slr0056-as|50	1	71	0	0	0	0	0	0
nc_slr0487-as|47	1	74	0	0	0	0	0	0
nc_sll1898-as|35	1	76	0	0	0	0	0	0
nc_sll1888-as2|80	1	71	0	0	0	0	0	0
nc_slr1140|62	1	74	0	0	0	0	0	0
nc_sll1170|33	1	71	0	0	0	0	0	0
nc_slr1403-as7|14	1	75	0	0	0	0	0	0
nc_sll1265-as|20	1	73	0	0	0	0	0	0
nc_slr1041-as|89	1	72	0	0	0	0	0	0
nc_slr1721-as|35	1	71	0	0	0	0	0	0
nc_ncr0870|128	1	71	0	0	0	0	0	0
nc_slr1277-as|33	1	75	0	0	0	0	0	0
nc_slr1041-as|80	1	74	0	0	0	0	0	0
nc_sll0415|215	1	76	0	0	0	0	0	0
nc_slr1938-as|15	1	75	0	0	0	0	0	0
nc_slr0054|15	1	75	0	0	0	0	0	0
nc_slr1938-as|35	1	75	0	0	0	0	0	0
nc_sll1350-as|28	1	73	0	0	0	0	0	0
nc_sll1193-as|114	1	74	0	0	0	0	0	0
nc_sll1775-as|0	1	71	0	0	0	0	0	0
nc_slr1147-as|52	1	75	0	0	0	0	0	0
nc_ncr1360|1	1	73	0	0	0	0	0	0
nc_ncl0770|2	1	72	0	0	0	0	0	0
nc_slr1512|80	1	72	0	0	0	0	0	0
nc_ssl0769-as|123	1	74	0	0	0	0	0	0
nc_ncl1290|78	1	76	0	0	0	0	0	0
nc_slr0445-as|24	1	72	0	0	0	0	0	0
nc_slr0556-as|86	1	76	0	0	0	0	0	0
nc_sll0898-as|63	1	73	0	0	0	0	0	0
nc_sll1374-as|9	1	74	0	0	0	0	0	0
nc_ncr0200|58	1	76	0	0	0	0	0	0
nc_sll1119-as|68	1	74	0	0	0	0	0	0
nc_ncl1450|73	1	75	0	0	0	0	0	0
nc_ncr1630|139	1	74	0	0	0	0	0	0
nc_slr0442-as|86	1	72	0	0	0	0	0	0
nc_ncr0590|81	1	76	0	0	0	0	0	0
nc_slr1211-as|76	1	75	0	0	0	0	0	0
nc_ncr0590|87	1	74	0	0	0	0	0	0
nc_slr1028-as10|41	1	75	0	0	0	0	0	0
nc_ncr1650|132	1	75	0	0	0	0	0	0
nc_slr1290-as|29	1	73	0	0	0	0	0	0
nc_slr1864|48	1	71	0	0	0	0	0	0
nc_sll0616-as2|45	1	72	0	0	0	0	0	0
nc_sll0493|92	1	72	0	0	0	0	0	0
nc_sll1608-as|35	1	76	0	0	0	0	0	0
nc_sll1814|44	1	75	0	0	0	0	0	0
nc_slr0007|34	1	73	0	0	0	0	0	0
nc_slr1393-as|5	1	76	0	0	0	0	0	0
nc_slr0689|2	1	76	0	0	0	0	0	0
nc_slr0865-as|97	1	71	0	0	0	0	0	0
nc_slr1325-as|3	1	71	0	0	0	0	0	0
nc_sll0080-as|35	1	71	0	0	0	0	0	0
nc_slr0936|60	1	71	0	0	0	0	0	0
nc_slr0467-as|65	1	73	0	0	0	0	0	0
nc_sll1534|63	1	71	0	0	0	0	0	0
nc_sll1534|61	1	75	0	0	0	0	0	0
nc_sll0812-as|45	1	71	0	0	0	0	0	0
nc_sll1035-as|48	1	76	0	0	0	0	0	0
nc_slr0440-as|70	1	71	0	0	0	0	0	0
nc_slr1511|53	1	73	0	0	0	0	0	0
nc_ncr1150|29	1	73	0	0	0	0	0	0
nc_slr0039-as|107	1	75	0	0	0	0	0	0
nc_slr1704|22	1	73	0	0	0	0	0	0
nc_ncr1397|134	1	74	0	0	0	0	0	0
nc_ncr0890|49	1	73	0	0	0	0	0	0
nc_sll1184|41	1	76	0	0	0	0	0	0
nc_slr1048-as|189	1	72	0	0	0	0	0	0
nc_slr0688-as|23	1	73	0	0	0	0	0	0
nc_slr1828-as|69	1	75	0	0	0	0	0	0
nc_slr2088|70	1	75	0	0	0	0	0	0
nc_slr2004|31	1	73	0	0	0	0	0	0
nc_sll0679|114	1	76	0	0	0	0	0	0
nc_slr1476-as|113	1	75	0	0	0	0	0	0
nc_slr0407|45	1	76	0	0	0	0	0	0
nc_sll0854-as|86	1	72	0	0	0	0	0	0
nc_sll1341-as|100	1	73	0	0	0	0	0	0
nc_slr1751-as|71	1	76	0	0	0	0	0	0
nc_slr0583|95	1	71	0	0	0	0	0	0
nc_sll0920-as2|8	1	76	0	0	0	0	0	0
nc_slr0369-as2|54	1	74	0	0	0	0	0	0
nc_slr1729-as|68	1	73	0	0	0	0	0	0
nc_sll1470-as|32	1	71	0	0	0	0	0	0
nc_sll1028-as|84	1	74	0	0	0	0	0	0
nc_sll0505|85	1	71	0	0	0	0	0	0
nc_ncr1300|88	1	73	0	0	0	0	0	0
nc_slr1366|78	1	75	0	0	0	0	0	0
nc_sll1516|57	1	75	0	0	0	0	0	0
nc_sll0273|32	1	73	0	0	0	0	0	0
nc_ncl1200|63	1	71	0	0	0	0	0	0
nc_slr1103|16	1	75	0	0	0	0	0	0
nc_sll1193-as|54	1	74	0	0	0	0	0	0
nc_slr1290-as|1	1	71	0	0	0	0	0	0
nc_sll0766|99	1	72	0	0	0	0	0	0
nc_slr1166-as|59	1	76	0	0	0	0	0	0
nc_sll0541|118	1	75	0	0	0	0	0	0
nc_sll1180|26	1	75	0	0	0	0	0	0
nc_sll0320|73	1	71	0	0	0	0	0	0
nc_ncr1090|78	1	73	0	0	0	0	0	0
nc_sll1665-as|35	1	71	0	0	0	0	0	0
nc_sll1229|26	1	71	0	0	0	0	0	0
nc_slr0586|43	1	75	0	0	0	0	0	0
nc_slr0757-as2|69	1	73	0	0	0	0	0	0
nc_slr1613|99	1	73	0	0	0	0	0	0
nc_ncr0500|32	1	73	0	0	0	0	0	0
nc_sll0149|27	1	72	0	0	0	0	0	0
nc_slr0587|42	1	74	0	0	0	0	0	0
nc_sll1568|88	1	71	0	0	0	0	0	0
nc_slr0040-as2|3	1	71	0	0	0	0	0	0
nc_sll1888-as|40	1	75	0	0	0	0	0	0
nc_slr1516-as|75	1	71	0	0	0	0	0	0
nc_sll0045|2	1	71	0	0	0	0	0	0
nc_sll1920-as|6	1	76	0	0	0	0	0	0
nc_slr2098-as|1	1	74	0	0	0	0	0	0
nc_slr2009|26	1	73	0	0	0	0	0	0
nc_slr1503|85	1	76	0	0	0	0	0	0
nc_slr0536-as2|59	1	71	0	0	0	0	0	0
nc_slr0600-as|100	1	73	0	0	0	0	0	0
nc_slr1975-as|8	1	75	0	0	0	0	0	0
nc_slr2098-as2|117	1	73	0	0	0	0	0	0
