#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
sll1687|466	1	73	0	0	0	0	0	0
sll1687|494	1	74	0	0	0	0	0	0
slr2144|55	1	75	0	0	0	0	0	0
slr2144|9	1	71	0	0	0	0	0	0
slr2144|32	1	73	0	0	0	0	0	0
slr2144|44	1	75	0	0	0	0	0	0
slr2141|86	1	75	0	0	0	0	0	0
slr2141|31	1	76	0	0	0	0	0	0
slr2141|112	1	71	0	0	0	0	0	0
gcvH|53	1	76	0	0	0	0	0	0
gcvH|91	1	74	0	0	0	0	0	0
slr1243|1051	1	73	0	0	0	0	0	0
slr1243|789	1	73	0	0	0	0	0	0
slr1243|1343	1	71	0	0	0	0	0	0
sll1770|37	1	71	0	0	0	0	0	0
sll1770|72	1	74	0	0	0	0	0	0
sll1770|118	1	75	0	0	0	0	0	0
pta|10	1	76	0	0	0	0	0	0
pta|221	1	74	0	0	0	0	0	0
pta|25	1	74	0	0	0	0	0	0
pta|185	1	74	0	0	0	0	0	0
opcA|26	1	73	0	0	0	0	0	0
opcA|38	1	73	0	0	0	0	0	0
psr|102	1	71	0	0	0	0	0	0
psr|37	1	74	0	0	0	0	0	0
psr|69	1	74	0	0	0	0	0	0
psr|13	1	75	0	0	0	0	0	0
sll0875|122	1	75	0	0	0	0	0	0
sll0875|137	1	72	0	0	0	0	0	0
sll0875|48	1	76	0	0	0	0	0	0
sll0875|10	1	75	0	0	0	0	0	0
slr1747|4	1	72	0	0	0	0	0	0
slr1747|33	1	76	0	0	0	0	0	0
slr1747|16	1	72	0	0	0	0	0	0
slr1747|48	1	73	0	0	0	0	0	0
slr1747|94	1	74	0	0	0	0	0	0
hemC|13	1	74	0	0	0	0	0	0
hemC|50	1	75	0	0	0	0	0	0
hemC|70	1	76	0	0	0	0	0	0
hemC|139	1	73	0	0	0	0	0	0
hemA|118	1	75	0	0	0	0	0	0
hemA|134	1	72	0	0	0	0	0	0
hemA|105	1	74	0	0	0	0	0	0
hemA|205	1	76	0	0	0	0	0	0
slr1861|361	1	71	0	0	0	0	0	0
slr1861|191	1	76	0	0	0	0	0	0
slr1861|309	1	72	0	0	0	0	0	0
slr1861|246	1	75	0	0	0	0	0	0
ssl3379|50	1	71	0	0	0	0	0	0
ssl3379|83	1	71	0	0	0	0	0	0
ssl3379|35	1	73	0	0	0	0	0	0
sll1630|295	1	75	0	0	0	0	0	0
sll1630|46	1	74	0	0	0	0	0	0
sll1630|193	1	74	0	0	0	0	0	0
sll1631|84	1	75	0	0	0	0	0	0
sll1631|163	1	74	0	0	0	0	0	0
sll1631|49	1	74	0	0	0	0	0	0
sll1631|134	1	73	0	0	0	0	0	0
sll1631|19	1	76	0	0	0	0	0	0
exoD|155	1	72	0	0	0	0	0	0
exoD|47	1	76	0	0	0	0	0	0
exoD|144	1	75	0	0	0	0	0	0
exoD|127	1	74	0	0	0	0	0	0
petA|37	1	72	0	0	0	0	0	0
petA|145	1	71	0	0	0	0	0	0
petA|100	1	71	0	0	0	0	0	0
petA|53	1	76	0	0	0	0	0	0
petA|114	1	74	0	0	0	0	0	0
petC|144	1	76	0	0	0	0	0	0
petC|66	1	73	0	0	0	0	0	0
petC|103	1	71	0	0	0	0	0	0
petC|130	1	75	0	0	0	0	0	0
petC|55	1	74	0	0	0	0	0	0
sll1699|92	1	76	0	0	0	0	0	0
sll1699|178	1	73	0	0	0	0	0	0
sll1699|61	1	74	0	0	0	0	0	0
sll1696|54	1	74	0	0	0	0	0	0
sll1696|356	1	74	0	0	0	0	0	0
sll1696|117	1	75	0	0	0	0	0	0
sll1696|336	1	74	0	0	0	0	0	0
sll1697|10	1	72	0	0	0	0	0	0
sll1697|34	1	73	0	0	0	0	0	0
sll1697|135	1	74	0	0	0	0	0	0
sll1697|61	1	74	0	0	0	0	0	0
sll1692|233	1	74	0	0	0	0	0	0
sll1692|276	1	75	0	0	0	0	0	0
sll1692|289	1	76	0	0	0	0	0	0
sll1693|196	1	72	0	0	0	0	0	0
sll1693|34	1	76	0	0	0	0	0	0
sll1693|176	1	74	0	0	0	0	0	0
sll1693|72	1	75	0	0	0	0	0	0
sll1691|91	1	74	0	0	0	0	0	0
sll1691|182	1	71	0	0	0	0	0	0
sll1691|140	1	74	0	0	0	0	0	0
sll1691|31	1	71	0	0	0	0	0	0
ssl3383|133	1	74	0	0	0	0	0	0
ssl3383|122	1	71	0	0	0	0	0	0
ssl3383|164	1	75	0	0	0	0	0	0
ssl3383|103	1	73	0	0	0	0	0	0
ssl3382|59	1	74	0	0	0	0	0	0
ssl3382|81	1	75	0	0	0	0	0	0
ssl3382|32	1	71	0	0	0	0	0	0
ssl3382|95	1	74	0	0	0	0	0	0
ssl3382|13	1	76	0	0	0	0	0	0
slr0871|295	1	71	0	0	0	0	0	0
slr0871|308	1	73	0	0	0	0	0	0
slr0871|342	1	75	0	0	0	0	0	0
dctP|117	1	71	0	0	0	0	0	0
dctP|149	1	74	0	0	0	0	0	0
dctP|79	1	75	0	0	0	0	0	0
murI|158	1	75	0	0	0	0	0	0
murI|58	1	74	0	0	0	0	0	0
murI|145	1	71	0	0	0	0	0	0
murI|9	1	75	0	0	0	0	0	0
murI|129	1	76	0	0	0	0	0	0
deoC|23	1	73	0	0	0	0	0	0
deoC|58	1	75	0	0	0	0	0	0
deoC|41	1	71	0	0	0	0	0	0
deoC|82	1	71	0	0	0	0	0	0
deoC|10	1	74	0	0	0	0	0	0
rps6|35	1	73	0	0	0	0	0	0
rps6|143	1	71	0	0	0	0	0	0
rps6|109	1	72	0	0	0	0	0	0
ICFG|78	1	72	0	0	0	0	0	0
ICFG|161	1	71	0	0	0	0	0	0
ICFG|62	1	76	0	0	0	0	0	0
ICFG|179	1	71	0	0	0	0	0	0
murD|3	1	76	0	0	0	0	0	0
murD|34	1	73	0	0	0	0	0	0
murD|46	1	76	0	0	0	0	0	0
murD|113	1	75	0	0	0	0	0	0
murD|129	1	76	0	0	0	0	0	0
sfsA|114	1	76	0	0	0	0	0	0
sfsA|15	1	75	0	0	0	0	0	0
sfsA|164	1	75	0	0	0	0	0	0
sfsA|125	1	76	0	0	0	0	0	0
cbiT|3	1	76	0	0	0	0	0	0
rpoE2|34	1	76	0	0	0	0	0	0
rpoE2|59	1	71	0	0	0	0	0	0
rpoE2|80	1	74	0	0	0	0	0	0
rpoE2|5	1	71	0	0	0	0	0	0
rpoE2|156	1	71	0	0	0	0	0	0
slr1809|67	1	72	0	0	0	0	0	0
slr1809|11	1	71	0	0	0	0	0	0
slr1809|78	1	75	0	0	0	0	0	0
slr1809|38	1	74	0	0	0	0	0	0
slr1809|106	1	73	0	0	0	0	0	0
slr1805|48	1	71	0	0	0	0	0	0
slr1805|62	1	73	0	0	0	0	0	0
slr1805|27	1	74	0	0	0	0	0	0
slr1805|84	1	74	0	0	0	0	0	0
sll0871|19	1	76	0	0	0	0	0	0
sll0871|64	1	74	0	0	0	0	0	0
sll0871|46	1	74	0	0	0	0	0	0
slr1807|150	1	72	0	0	0	0	0	0
slr1807|32	1	71	0	0	0	0	0	0
slr1807|137	1	73	0	0	0	0	0	0
slr1807|122	1	74	0	0	0	0	0	0
slr1807|57	1	76	0	0	0	0	0	0
sll0839|109	1	76	0	0	0	0	0	0
sll0839|37	1	74	0	0	0	0	0	0
sll0839|56	1	74	0	0	0	0	0	0
sll0839|95	1	71	0	0	0	0	0	0
sll0839|76	1	73	0	0	0	0	0	0
gap1|109	1	76	0	0	0	0	0	0
gap1|124	1	76	0	0	0	0	0	0
gap1|143	1	76	0	0	0	0	0	0
gap1|74	1	73	0	0	0	0	0	0
slr1886|60	1	75	0	0	0	0	0	0
slr1886|71	1	71	0	0	0	0	0	0
slr1886|13	1	75	0	0	0	0	0	0
slr1880|370	1	71	0	0	0	0	0	0
slr1880|7	1	76	0	0	0	0	0	0
slr1880|198	1	74	0	0	0	0	0	0
slr1880|94	1	71	0	0	0	0	0	0
slr1880|83	1	71	0	0	0	0	0	0
rpoD|104	1	76	0	0	0	0	0	0
rpoD|7	1	74	0	0	0	0	0	0
rpoD|29	1	76	0	0	0	0	0	0
lipA2|60	1	75	0	0	0	0	0	0
lipA2|78	1	71	0	0	0	0	0	0
lipA2|263	1	75	0	0	0	0	0	0
lipA2|142	1	73	0	0	0	0	0	0
lipA2|31	1	72	0	0	0	0	0	0
slr1888|86	1	76	0	0	0	0	0	0
slr1888|51	1	72	0	0	0	0	0	0
slr1888|3	1	76	0	0	0	0	0	0
slr1888|31	1	73	0	0	0	0	0	0
sll0837|64	1	72	0	0	0	0	0	0
sll0837|88	1	76	0	0	0	0	0	0
sll0837|102	1	72	0	0	0	0	0	0
sll0837|197	1	73	0	0	0	0	0	0
sll0837|146	1	73	0	0	0	0	0	0
cbiL|4	1	73	0	0	0	0	0	0
cbiL|35	1	72	0	0	0	0	0	0
cbiL|105	1	74	0	0	0	0	0	0
cbiL|185	1	71	0	0	0	0	0	0
slr1403|86	1	75	0	0	0	0	0	0
slr1403|101	1	72	0	0	0	0	0	0
slr1407|144	1	71	0	0	0	0	0	0
slr1407|217	1	76	0	0	0	0	0	0
slr1407|240	1	71	0	0	0	0	0	0
slr1407|82	1	73	0	0	0	0	0	0
slr1407|291	1	74	0	0	0	0	0	0
slr1406|67	1	73	0	0	0	0	0	0
slr1406|154	1	76	0	0	0	0	0	0
slr1406|111	1	71	0	0	0	0	0	0
slr1406|23	1	76	0	0	0	0	0	0
slr1409|87	1	74	0	0	0	0	0	0
slr1409|202	1	76	0	0	0	0	0	0
ssr1480|96	1	76	0	0	0	0	0	0
ssr1480|20	1	73	0	0	0	0	0	0
ssr1480|4	1	71	0	0	0	0	0	0
ycf32|55	1	76	0	0	0	0	0	0
ycf32|43	1	73	0	0	0	0	0	0
ycf32|73	1	74	0	0	0	0	0	0
sll1618|43	1	72	0	0	0	0	0	0
sll1618|65	1	72	0	0	0	0	0	0
sll1618|31	1	75	0	0	0	0	0	0
sll1618|18	1	73	0	0	0	0	0	0
hofG2|26	1	74	0	0	0	0	0	0
hofG2|163	1	74	0	0	0	0	0	0
hofG2|40	1	76	0	0	0	0	0	0
hofG2|67	1	76	0	0	0	0	0	0
sll1758|10	1	75	0	0	0	0	0	0
sll1758|110	1	76	0	0	0	0	0	0
sll1758|87	1	74	0	0	0	0	0	0
sll1757|143	1	76	0	0	0	0	0	0
sll1757|68	1	73	0	0	0	0	0	0
sll1757|79	1	76	0	0	0	0	0	0
sll1755|194	1	73	0	0	0	0	0	0
ndbA|107	1	74	0	0	0	0	0	0
ndbA|29	1	72	0	0	0	0	0	0
ndbA|7	1	71	0	0	0	0	0	0
ndbA|93	1	75	0	0	0	0	0	0
ndbB|58	1	72	0	0	0	0	0	0
ndbB|82	1	73	0	0	0	0	0	0
ndbB|145	1	75	0	0	0	0	0	0
ndbB|97	1	74	0	0	0	0	0	0
slr1818|46	1	76	0	0	0	0	0	0
slr1818|97	1	74	0	0	0	0	0	0
slr1818|71	1	76	0	0	0	0	0	0
slr1819|20	1	74	0	0	0	0	0	0
slr1819|152	1	76	0	0	0	0	0	0
slr1819|7	1	75	0	0	0	0	0	0
slr1819|66	1	75	0	0	0	0	0	0
cefD|42	1	75	0	0	0	0	0	0
cefD|163	1	74	0	0	0	0	0	0
cefD|24	1	73	0	0	0	0	0	0
sll1268|11	1	75	0	0	0	0	0	0
sll1268|100	1	76	0	0	0	0	0	0
sll1268|193	1	74	0	0	0	0	0	0
sll1268|136	1	76	0	0	0	0	0	0
sll1268|67	1	74	0	0	0	0	0	0
slr1813|70	1	74	0	0	0	0	0	0
slr1813|287	1	75	0	0	0	0	0	0
slr1813|239	1	75	0	0	0	0	0	0
sll1265|134	1	73	0	0	0	0	0	0
sll1265|40	1	76	0	0	0	0	0	0
slr1811|395	1	75	0	0	0	0	0	0
slr1811|263	1	73	0	0	0	0	0	0
slr1811|408	1	71	0	0	0	0	0	0
slr1811|94	1	71	0	0	0	0	0	0
slr1811|423	1	71	0	0	0	0	0	0
slr1816|468	1	73	0	0	0	0	0	0
slr1816|328	1	74	0	0	0	0	0	0
slr1816|288	1	75	0	0	0	0	0	0
thrC|58	1	71	0	0	0	0	0	0
thrC|73	1	75	0	0	0	0	0	0
thrC|37	1	74	0	0	0	0	0	0
thrC|133	1	74	0	0	0	0	0	0
slr1814|390	1	75	0	0	0	0	0	0
slr1814|233	1	72	0	0	0	0	0	0
slr1814|405	1	75	0	0	0	0	0	0
slr1814|287	1	76	0	0	0	0	0	0
slr1814|275	1	76	0	0	0	0	0	0
slr1815|205	1	75	0	0	0	0	0	0
slr1815|227	1	76	0	0	0	0	0	0
slr1815|266	1	76	0	0	0	0	0	0
slr1815|49	1	72	0	0	0	0	0	0
livF|133	1	71	0	0	0	0	0	0
livF|8	1	76	0	0	0	0	0	0
livF|168	1	73	0	0	0	0	0	0
livF|87	1	74	0	0	0	0	0	0
ssr3189|127	1	76	0	0	0	0	0	0
ssr3189|55	1	72	0	0	0	0	0	0
ssr3189|107	1	76	0	0	0	0	0	0
ssr3188|24	1	75	0	0	0	0	0	0
ssr3188|5	1	75	0	0	0	0	0	0
ssr3188|46	1	72	0	0	0	0	0	0
ssr3188|35	1	76	0	0	0	0	0	0
ssr3188|70	1	72	0	0	0	0	0	0
napC|43	1	72	0	0	0	0	0	0
napC|214	1	72	0	0	0	0	0	0
slr1740|177	1	76	0	0	0	0	0	0
slr1740|93	1	73	0	0	0	0	0	0
slr1740|15	1	75	0	0	0	0	0	0
slr1740|82	1	74	0	0	0	0	0	0
pyrF|25	1	73	0	0	0	0	0	0
pyrF|4	1	74	0	0	0	0	0	0
pyrF|185	1	74	0	0	0	0	0	0
pyrF|196	1	76	0	0	0	0	0	0
pyrF|58	1	75	0	0	0	0	0	0
glnH/glnP|37	1	73	0	0	0	0	0	0
glnH/glnP|109	1	74	0	0	0	0	0	0
glnH/glnP|23	1	71	0	0	0	0	0	0
hupE|128	1	73	0	0	0	0	0	0
hupE|107	1	72	0	0	0	0	0	0
hupE|90	1	71	0	0	0	0	0	0
bioY|53	1	73	0	0	0	0	0	0
bioY|65	1	74	0	0	0	0	0	0
bioY|7	1	74	0	0	0	0	0	0
bioY|29	1	74	0	0	0	0	0	0
bioY|18	1	73	0	0	0	0	0	0
ssr3184|55	1	76	0	0	0	0	0	0
ssr3184|25	1	73	0	0	0	0	0	0
ssr3184|40	1	75	0	0	0	0	0	0
ssr3184|3	1	71	0	0	0	0	0	0
sppA|71	1	75	0	0	0	0	0	0
sppA|126	1	76	0	0	0	0	0	0
sppA|148	1	73	0	0	0	0	0	0
sppA|14	1	71	0	0	0	0	0	0
sll1698|166	1	71	0	0	0	0	0	0
sll1698|30	1	76	0	0	0	0	0	0
sll1698|154	1	71	0	0	0	0	0	0
slr0868|164	1	71	0	0	0	0	0	0
slr0868|235	1	74	0	0	0	0	0	0
slr0868|112	1	72	0	0	0	0	0	0
purT|129	1	73	0	0	0	0	0	0
purT|4	1	74	0	0	0	0	0	0
slr1885|108	1	71	0	0	0	0	0	0
slr1885|125	1	71	0	0	0	0	0	0
slr1885|29	1	76	0	0	0	0	0	0
slr1410|78	1	75	0	0	0	0	0	0
slr1410|94	1	76	0	0	0	0	0	0
slr1410|40	1	76	0	0	0	0	0	0
slr1410|116	1	76	0	0	0	0	0	0
psbN|49	1	74	0	0	0	0	0	0
psbN|108	1	71	0	0	0	0	0	0
mscL|207	1	71	0	0	0	0	0	0
mscL|181	1	74	0	0	0	0	0	0
mscL|85	1	75	0	0	0	0	0	0
mscL|165	1	75	0	0	0	0	0	0
ssr1499|245	1	72	0	0	0	0	0	0
ssr1499|69	1	76	0	0	0	0	0	0
ssr1499|20	1	76	0	0	0	0	0	0
lspA|16	1	72	0	0	0	0	0	0
lspA|118	1	76	0	0	0	0	0	0
lspA|55	1	72	0	0	0	0	0	0
lspA|100	1	73	0	0	0	0	0	0
sll1773|112	1	73	0	0	0	0	0	0
sll1773|25	1	73	0	0	0	0	0	0
sll1773|79	1	73	0	0	0	0	0	0
sll0853|55	1	71	0	0	0	0	0	0
sll0853|193	1	74	0	0	0	0	0	0
sll0853|6	1	72	0	0	0	0	0	0
sll0857|107	1	71	0	0	0	0	0	0
sll0857|177	1	72	0	0	0	0	0	0
sll0857|135	1	72	0	0	0	0	0	0
sll0857|12	1	75	0	0	0	0	0	0
sll0855|80	1	76	0	0	0	0	0	0
sll0855|19	1	72	0	0	0	0	0	0
sll0855|92	1	74	0	0	0	0	0	0
sll0854|20	1	76	0	0	0	0	0	0
sll0854|100	1	75	0	0	0	0	0	0
sll0854|74	1	73	0	0	0	0	0	0
sll0854|222	1	71	0	0	0	0	0	0
sll0858|17	1	74	0	0	0	0	0	0
sll0858|106	1	71	0	0	0	0	0	0
sll0858|151	1	75	0	0	0	0	0	0
sll0858|199	1	71	0	0	0	0	0	0
sll1271|144	1	71	0	0	0	0	0	0
sll1271|190	1	72	0	0	0	0	0	0
sll1271|235	1	74	0	0	0	0	0	0
sll1267|138	1	73	0	0	0	0	0	0
sll1273|68	1	71	0	0	0	0	0	0
sll1273|343	1	72	0	0	0	0	0	0
sll1273|240	1	72	0	0	0	0	0	0
sll1273|99	1	75	0	0	0	0	0	0
sll1273|275	1	71	0	0	0	0	0	0
sll2011|149	1	72	0	0	0	0	0	0
sll2011|37	1	72	0	0	0	0	0	0
sll2011|113	1	71	0	0	0	0	0	0
sll2011|59	1	72	0	0	0	0	0	0
slr1732|44	1	71	0	0	0	0	0	0
slr1732|108	1	71	0	0	0	0	0	0
slr1732|86	1	73	0	0	0	0	0	0
sll2013|135	1	73	0	0	0	0	0	0
sll2013|51	1	72	0	0	0	0	0	0
sll2013|80	1	76	0	0	0	0	0	0
sll1710|260	1	75	0	0	0	0	0	0
sll1710|758	1	73	0	0	0	0	0	0
sll1710|182	1	72	0	0	0	0	0	0
sll1710|171	1	73	0	0	0	0	0	0
sll1710|157	1	75	0	0	0	0	0	0
slr1737|26	1	72	0	0	0	0	0	0
slr1737|126	1	75	0	0	0	0	0	0
slr1737|81	1	71	0	0	0	0	0	0
slr1737|45	1	75	0	0	0	0	0	0
slr1737|9	1	74	0	0	0	0	0	0
slr1736|118	1	75	0	0	0	0	0	0
slr1736|188	1	73	0	0	0	0	0	0
slr1736|43	1	76	0	0	0	0	0	0
slr1736|157	1	72	0	0	0	0	0	0
slr1869|121	1	72	0	0	0	0	0	0
slr1869|73	1	76	0	0	0	0	0	0
slr1869|55	1	72	0	0	0	0	0	0
slr1869|108	1	75	0	0	0	0	0	0
slr1869|96	1	75	0	0	0	0	0	0
mbpA|635	1	76	0	0	0	0	0	0
mbpA|510	1	72	0	0	0	0	0	0
mbpA|22	1	72	0	0	0	0	0	0
mbpA|86	1	73	0	0	0	0	0	0
ddlA|237	1	76	0	0	0	0	0	0
ddlA|73	1	72	0	0	0	0	0	0
ddlA|156	1	72	0	0	0	0	0	0
slr1865|210	1	71	0	0	0	0	0	0
slr1865|148	1	74	0	0	0	0	0	0
slr1865|32	1	76	0	0	0	0	0	0
slr1865|61	1	72	0	0	0	0	0	0
slr1864|306	1	75	0	0	0	0	0	0
slr1864|128	1	74	0	0	0	0	0	0
slr1864|82	1	71	0	0	0	0	0	0
slr1864|235	1	72	0	0	0	0	0	0
slr1863|286	1	76	0	0	0	0	0	0
slr1862|74	1	71	0	0	0	0	0	0
slr1862|102	1	74	0	0	0	0	0	0
slr1862|12	1	73	0	0	0	0	0	0
slr1862|54	1	76	0	0	0	0	0	0
slr1866|43	1	71	0	0	0	0	0	0
slr1866|266	1	76	0	0	0	0	0	0
slr1866|329	1	73	0	0	0	0	0	0
slr1866|349	1	73	0	0	0	0	0	0
slr1871|170	1	76	0	0	0	0	0	0
slr1871|157	1	71	0	0	0	0	0	0
slr1871|146	1	72	0	0	0	0	0	0
slr1871|250	1	71	0	0	0	0	0	0
slr1871|31	1	75	0	0	0	0	0	0
amiA3|124	1	74	0	0	0	0	0	0
amiA3|61	1	74	0	0	0	0	0	0
amiA3|100	1	72	0	0	0	0	0	0
amiA3|49	1	74	0	0	0	0	0	0
amiA3|28	1	73	0	0	0	0	0	0
amiA2|172	1	73	0	0	0	0	0	0
amiA2|157	1	74	0	0	0	0	0	0
amiA2|119	1	72	0	0	0	0	0	0
amiA2|100	1	74	0	0	0	0	0	0
dnaA|49	1	73	0	0	0	0	0	0
dnaA|121	1	76	0	0	0	0	0	0
dnaA|63	1	72	0	0	0	0	0	0
aat|98	1	75	0	0	0	0	0	0
aat|22	1	73	0	0	0	0	0	0
aat|58	1	74	0	0	0	0	0	0
aat|111	1	71	0	0	0	0	0	0
aat|135	1	75	0	0	0	0	0	0
sll1771|54	1	75	0	0	0	0	0	0
sll1771|37	1	71	0	0	0	0	0	0
sll1771|92	1	71	0	0	0	0	0	0
cdsA|169	1	71	0	0	0	0	0	0
cdsA|7	1	74	0	0	0	0	0	0
cdsA|205	1	71	0	0	0	0	0	0
ssl1633|39	1	76	0	0	0	0	0	0
ssl1633|161	1	75	0	0	0	0	0	0
sll1775|30	1	74	0	0	0	0	0	0
sll1775|75	1	75	0	0	0	0	0	0
sll1775|4	1	74	0	0	0	0	0	0
sll1774|344	1	74	0	0	0	0	0	0
sll1774|96	1	73	0	0	0	0	0	0
sll1774|399	1	76	0	0	0	0	0	0
sll1774|637	1	74	0	0	0	0	0	0
csgA|108	1	76	0	0	0	0	0	0
csgA|151	1	71	0	0	0	0	0	0
csgA|18	1	74	0	0	0	0	0	0
csgA|180	1	75	0	0	0	0	0	0
sll1315|105	1	73	0	0	0	0	0	0
sll1315|586	1	73	0	0	0	0	0	0
sll1315|193	1	76	0	0	0	0	0	0
sll0843|261	1	76	0	0	0	0	0	0
sll0843|249	1	76	0	0	0	0	0	0
sll0843|58	1	71	0	0	0	0	0	0
ssl2595|118	1	76	0	0	0	0	0	0
ssl2595|55	1	73	0	0	0	0	0	0
ssl2595|168	1	71	0	0	0	0	0	0
ssl2595|130	1	71	0	0	0	0	0	0
nplT|148	1	73	0	0	0	0	0	0
nplT|3	1	73	0	0	0	0	0	0
nplT|70	1	75	0	0	0	0	0	0
nplT|58	1	75	0	0	0	0	0	0
sll0846|131	1	71	0	0	0	0	0	0
sll0846|35	1	74	0	0	0	0	0	0
sll0846|77	1	73	0	0	0	0	0	0
sll0846|50	1	71	0	0	0	0	0	0
sll0847|40	1	74	0	0	0	0	0	0
sll0847|83	1	75	0	0	0	0	0	0
sll0847|97	1	73	0	0	0	0	0	0
sll0847|214	1	72	0	0	0	0	0	0
sll2015|85	1	72	0	0	0	0	0	0
sll2015|146	1	73	0	0	0	0	0	0
sll2015|7	1	73	0	0	0	0	0	0
sll2015|64	1	74	0	0	0	0	0	0
sll2015|37	1	72	0	0	0	0	0	0
gdh|127	1	76	0	0	0	0	0	0
gdh|70	1	76	0	0	0	0	0	0
glgP2|52	1	71	0	0	0	0	0	0
glgP2|172	1	72	0	0	0	0	0	0
glgP2|115	1	71	0	0	0	0	0	0
slr0877|238	1	76	0	0	0	0	0	0
slr0877|49	1	71	0	0	0	0	0	0
slr0877|64	1	72	0	0	0	0	0	0
slr0877|145	1	73	0	0	0	0	0	0
slr0876|14	1	74	0	0	0	0	0	0
slr0876|111	1	76	0	0	0	0	0	0
slr0876|84	1	71	0	0	0	0	0	0
fabG|73	1	71	0	0	0	0	0	0
fabG|157	1	73	0	0	0	0	0	0
slr0872|91	1	74	0	0	0	0	0	0
slr0872|18	1	73	0	0	0	0	0	0
slr0872|79	1	75	0	0	0	0	0	0
slr0872|29	1	76	0	0	0	0	0	0
slr0872|48	1	75	0	0	0	0	0	0
sll2008|106	1	75	0	0	0	0	0	0
sll2008|11	1	75	0	0	0	0	0	0
sll2008|85	1	72	0	0	0	0	0	0
sll2008|67	1	76	0	0	0	0	0	0
sll2008|157	1	76	0	0	0	0	0	0
sll2009|49	1	73	0	0	0	0	0	0
sll2009|132	1	76	0	0	0	0	0	0
sll2009|16	1	75	0	0	0	0	0	0
sll2009|69	1	71	0	0	0	0	0	0
sll2006|20	1	72	0	0	0	0	0	0
sll2006|79	1	71	0	0	0	0	0	0
sll2006|66	1	74	0	0	0	0	0	0
sll2006|34	1	76	0	0	0	0	0	0
sll2007|56	1	74	0	0	0	0	0	0
sll2007|127	1	76	0	0	0	0	0	0
sll2007|104	1	76	0	0	0	0	0	0
slr1876|111	1	76	0	0	0	0	0	0
slr1876|16	1	74	0	0	0	0	0	0
slr1876|133	1	76	0	0	0	0	0	0
slr1876|3	1	74	0	0	0	0	0	0
sdhB|250	1	72	0	0	0	0	0	0
sdhB|26	1	75	0	0	0	0	0	0
slr1870|137	1	71	0	0	0	0	0	0
slr1870|25	1	76	0	0	0	0	0	0
slr1870|49	1	71	0	0	0	0	0	0
slr1870|3	1	74	0	0	0	0	0	0
slr1870|103	1	74	0	0	0	0	0	0
sll2003|58	1	71	0	0	0	0	0	0
sll2003|14	1	73	0	0	0	0	0	0
sll2003|118	1	72	0	0	0	0	0	0
slr0878|31	1	76	0	0	0	0	0	0
slr0878|66	1	73	0	0	0	0	0	0
slr0878|100	1	75	0	0	0	0	0	0
sll1764|106	1	71	0	0	0	0	0	0
sll1764|166	1	71	0	0	0	0	0	0
sll1764|72	1	74	0	0	0	0	0	0
sll1765|10	1	75	0	0	0	0	0	0
sll1765|156	1	76	0	0	0	0	0	0
sll1765|58	1	72	0	0	0	0	0	0
sll1762|100	1	72	0	0	0	0	0	0
sll1762|80	1	73	0	0	0	0	0	0
sll1762|18	1	74	0	0	0	0	0	0
sll1763|46	1	74	0	0	0	0	0	0
sll1763|11	1	75	0	0	0	0	0	0
sll1763|25	1	72	0	0	0	0	0	0
sll1761|286	1	71	0	0	0	0	0	0
sll1761|310	1	73	0	0	0	0	0	0
sll1761|404	1	76	0	0	0	0	0	0
sll2002|36	1	74	0	0	0	0	0	0
sll2002|111	1	74	0	0	0	0	0	0
sll2002|90	1	71	0	0	0	0	0	0
sll2002|144	1	73	0	0	0	0	0	0
rpoD2|91	1	76	0	0	0	0	0	0
rpoD2|27	1	72	0	0	0	0	0	0
trpD|53	1	74	0	0	0	0	0	0
sll1769|148	1	71	0	0	0	0	0	0
sll1769|35	1	75	0	0	0	0	0	0
sll1769|46	1	72	0	0	0	0	0	0
hpcE|110	1	73	0	0	0	0	0	0
slr0888|5	1	76	0	0	0	0	0	0
slr0889|7	1	72	0	0	0	0	0	0
slr0889|29	1	71	0	0	0	0	0	0
slr0889|83	1	72	0	0	0	0	0	0
slr0889|111	1	75	0	0	0	0	0	0
slr0889|139	1	76	0	0	0	0	0	0
thrB|47	1	76	0	0	0	0	0	0
thrB|89	1	71	0	0	0	0	0	0
thrB|73	1	76	0	0	0	0	0	0
thrB|13	1	73	0	0	0	0	0	0
thrB|28	1	71	0	0	0	0	0	0
slr0882|10	1	73	0	0	0	0	0	0
slr0882|142	1	76	0	0	0	0	0	0
slr0882|44	1	75	0	0	0	0	0	0
trpS|170	1	74	0	0	0	0	0	0
trpS|112	1	73	0	0	0	0	0	0
trpS|153	1	71	0	0	0	0	0	0
trpS|129	1	76	0	0	0	0	0	0
trpS|40	1	74	0	0	0	0	0	0
slr0880|22	1	75	0	0	0	0	0	0
slr0880|63	1	73	0	0	0	0	0	0
slr0880|109	1	75	0	0	0	0	0	0
slr0880|47	1	73	0	0	0	0	0	0
slr0880|98	1	71	0	0	0	0	0	0
slr0881|147	1	71	0	0	0	0	0	0
slr0881|25	1	71	0	0	0	0	0	0
slr0881|92	1	73	0	0	0	0	0	0
slr0887|94	1	76	0	0	0	0	0	0
slr0887|63	1	71	0	0	0	0	0	0
slr0887|51	1	71	0	0	0	0	0	0
slr0887|110	1	72	0	0	0	0	0	0
slr0885|124	1	74	0	0	0	0	0	0
