file_name	sgRNA	numreads
Example_S2_L001_R1	ndbB|58	0
Example_S2_L001_R1	ndbB|82	0
Example_S2_L001_R1	ndbB|145	0
Example_S2_L001_R1	ndbB|97	0
Example_S2_L001_R1	slr1818|46	0
Example_S2_L001_R1	slr1818|97	0
Example_S2_L001_R1	slr1818|71	0
Example_S2_L001_R1	slr1819|20	0
Example_S2_L001_R1	slr1819|152	0
Example_S2_L001_R1	slr1819|7	0
Example_S2_L001_R1	slr1819|66	0
Example_S2_L001_R1	cefD|42	0
Example_S2_L001_R1	cefD|163	0
Example_S2_L001_R1	cefD|24	0
Example_S2_L001_R1	sll1268|11	0
Example_S2_L001_R1	sll1268|100	0
Example_S2_L001_R1	sll1268|193	0
Example_S2_L001_R1	sll1268|136	0
Example_S2_L001_R1	sll1268|67	0
Example_S2_L001_R1	slr1813|70	0
Example_S2_L001_R1	slr1813|287	0
Example_S2_L001_R1	slr1813|239	0
Example_S2_L001_R1	sll1265|134	0
Example_S2_L001_R1	sll1265|40	0
Example_S2_L001_R1	slr1811|395	0
Example_S2_L001_R1	slr1811|263	0
Example_S2_L001_R1	slr1811|408	0
Example_S2_L001_R1	slr1811|94	0
Example_S2_L001_R1	slr1811|423	0
Example_S2_L001_R1	slr1816|468	0
Example_S2_L001_R1	slr1816|328	0
Example_S2_L001_R1	slr1816|288	0
Example_S2_L001_R1	thrC|58	0
Example_S2_L001_R1	thrC|73	0
Example_S2_L001_R1	thrC|37	0
Example_S2_L001_R1	thrC|133	0
Example_S2_L001_R1	slr1814|390	0
Example_S2_L001_R1	slr1814|233	0
Example_S2_L001_R1	slr1814|405	0
Example_S2_L001_R1	slr1814|287	0
Example_S2_L001_R1	slr1814|275	0
Example_S2_L001_R1	slr1815|205	0
Example_S2_L001_R1	slr1815|227	0
Example_S2_L001_R1	slr1815|266	0
Example_S2_L001_R1	slr1815|49	0
Example_S2_L001_R1	livF|133	0
Example_S2_L001_R1	livF|8	0
Example_S2_L001_R1	livF|168	0
Example_S2_L001_R1	livF|87	0
Example_S2_L001_R1	ssr3189|127	0
Example_S2_L001_R1	ssr3189|55	0
Example_S2_L001_R1	ssr3189|107	0
Example_S2_L001_R1	ssr3188|24	0
Example_S2_L001_R1	ssr3188|5	0
Example_S2_L001_R1	ssr3188|46	0
Example_S2_L001_R1	ssr3188|35	0
Example_S2_L001_R1	ssr3188|70	0
Example_S2_L001_R1	napC|43	0
Example_S2_L001_R1	napC|214	0
Example_S2_L001_R1	slr1740|177	0
Example_S2_L001_R1	slr1740|93	0
Example_S2_L001_R1	slr1740|15	0
Example_S2_L001_R1	slr1740|82	0
Example_S2_L001_R1	pyrF|25	0
Example_S2_L001_R1	pyrF|4	0
Example_S2_L001_R1	pyrF|185	0
Example_S2_L001_R1	pyrF|196	0
Example_S2_L001_R1	pyrF|58	0
Example_S2_L001_R1	glnH/glnP|37	0
Example_S2_L001_R1	glnH/glnP|109	0
Example_S2_L001_R1	glnH/glnP|23	0
Example_S2_L001_R1	hupE|128	0
Example_S2_L001_R1	hupE|107	0
Example_S2_L001_R1	hupE|90	0
Example_S2_L001_R1	bioY|53	0
Example_S2_L001_R1	bioY|65	0
Example_S2_L001_R1	bioY|7	0
Example_S2_L001_R1	bioY|29	0
Example_S2_L001_R1	bioY|18	0
Example_S2_L001_R1	ssr3184|55	0
Example_S2_L001_R1	ssr3184|25	0
Example_S2_L001_R1	ssr3184|40	0
Example_S2_L001_R1	ssr3184|3	0
Example_S2_L001_R1	sppA|71	0
Example_S2_L001_R1	sppA|126	0
Example_S2_L001_R1	sppA|148	0
Example_S2_L001_R1	sppA|14	0
Example_S2_L001_R1	sll1698|166	0
Example_S2_L001_R1	sll1698|30	0
Example_S2_L001_R1	sll1698|154	0
Example_S2_L001_R1	slr0868|164	0
Example_S2_L001_R1	slr0868|235	0
Example_S2_L001_R1	slr0868|112	0
Example_S2_L001_R1	purT|129	0
Example_S2_L001_R1	purT|4	0
Example_S2_L001_R1	slr1885|108	0
Example_S2_L001_R1	slr1885|125	0
Example_S2_L001_R1	slr1885|29	0
Example_S2_L001_R1	slr1410|78	0
Example_S2_L001_R1	slr1410|94	0
Example_S2_L001_R1	slr1410|40	0
Example_S2_L001_R1	slr1410|116	0
Example_S2_L001_R1	psbN|49	0
Example_S2_L001_R1	psbN|108	0
Example_S2_L001_R1	mscL|207	0
Example_S2_L001_R1	mscL|181	0
Example_S2_L001_R1	mscL|85	0
Example_S2_L001_R1	mscL|165	0
Example_S2_L001_R1	ssr1499|245	0
Example_S2_L001_R1	ssr1499|69	0
Example_S2_L001_R1	ssr1499|20	0
Example_S2_L001_R1	lspA|16	0
Example_S2_L001_R1	lspA|118	0
Example_S2_L001_R1	lspA|55	0
Example_S2_L001_R1	lspA|100	0
Example_S2_L001_R1	sll1773|112	0
Example_S2_L001_R1	sll1773|25	0
Example_S2_L001_R1	sll1773|79	0
Example_S2_L001_R1	sll0853|55	0
Example_S2_L001_R1	sll0853|193	0
Example_S2_L001_R1	sll0853|6	0
Example_S2_L001_R1	sll0857|107	0
Example_S2_L001_R1	sll0857|177	0
Example_S2_L001_R1	sll0857|135	0
Example_S2_L001_R1	sll0857|12	0
Example_S2_L001_R1	sll0855|80	0
Example_S2_L001_R1	sll0855|19	0
Example_S2_L001_R1	sll0855|92	0
Example_S2_L001_R1	sll0854|20	0
Example_S2_L001_R1	sll0854|100	0
Example_S2_L001_R1	sll0854|74	0
Example_S2_L001_R1	sll0854|222	0
Example_S2_L001_R1	sll0858|17	0
Example_S2_L001_R1	sll0858|106	0
Example_S2_L001_R1	sll0858|151	0
Example_S2_L001_R1	sll0858|199	0
Example_S2_L001_R1	sll1271|144	0
Example_S2_L001_R1	sll1271|190	0
Example_S2_L001_R1	sll1271|235	0
Example_S2_L001_R1	sll1267|138	0
Example_S2_L001_R1	sll1273|68	0
Example_S2_L001_R1	sll1273|343	0
Example_S2_L001_R1	sll1273|240	0
Example_S2_L001_R1	sll1273|99	0
Example_S2_L001_R1	sll1273|275	0
Example_S2_L001_R1	sll2011|149	0
Example_S2_L001_R1	sll2011|37	0
Example_S2_L001_R1	sll2011|113	0
Example_S2_L001_R1	sll2011|59	0
Example_S2_L001_R1	slr1732|44	0
Example_S2_L001_R1	slr1732|108	0
Example_S2_L001_R1	slr1732|86	0
Example_S2_L001_R1	sll2013|135	0
Example_S2_L001_R1	sll2013|51	0
Example_S2_L001_R1	sll2013|80	0
Example_S2_L001_R1	sll1710|260	0
Example_S2_L001_R1	sll1710|758	0
Example_S2_L001_R1	sll1710|182	0
Example_S2_L001_R1	sll1710|171	0
Example_S2_L001_R1	sll1710|157	0
Example_S2_L001_R1	slr1737|26	0
Example_S2_L001_R1	slr1737|126	0
Example_S2_L001_R1	slr1737|81	0
Example_S2_L001_R1	slr1737|45	0
Example_S2_L001_R1	slr1737|9	0
Example_S2_L001_R1	slr1736|118	0
Example_S2_L001_R1	slr1736|188	0
Example_S2_L001_R1	slr1736|43	0
Example_S2_L001_R1	slr1736|157	0
Example_S2_L001_R1	slr1869|121	0
Example_S2_L001_R1	slr1869|73	0
Example_S2_L001_R1	slr1869|55	0
Example_S2_L001_R1	slr1869|108	0
Example_S2_L001_R1	slr1869|96	0
Example_S2_L001_R1	mbpA|635	0
Example_S2_L001_R1	mbpA|510	0
Example_S2_L001_R1	mbpA|22	0
Example_S2_L001_R1	mbpA|86	0
Example_S2_L001_R1	ddlA|237	0
Example_S2_L001_R1	ddlA|73	0
Example_S2_L001_R1	ddlA|156	0
Example_S2_L001_R1	slr1865|210	0
Example_S2_L001_R1	slr1865|148	0
Example_S2_L001_R1	slr1865|32	0
Example_S2_L001_R1	slr1865|61	0
Example_S2_L001_R1	slr1864|306	0
Example_S2_L001_R1	slr1864|128	0
Example_S2_L001_R1	slr1864|82	0
Example_S2_L001_R1	slr1864|235	0
Example_S2_L001_R1	slr1863|286	0
Example_S2_L001_R1	slr1862|74	0
Example_S2_L001_R1	slr1862|102	0
Example_S2_L001_R1	slr1862|12	0
Example_S2_L001_R1	slr1862|54	0
Example_S2_L001_R1	slr1866|43	0
Example_S2_L001_R1	slr1866|266	0
Example_S2_L001_R1	slr1866|329	0
Example_S2_L001_R1	slr1866|349	0
Example_S2_L001_R1	slr1871|170	0
Example_S2_L001_R1	slr1871|157	0
Example_S2_L001_R1	slr1871|146	0
Example_S2_L001_R1	slr1871|250	0
Example_S2_L001_R1	slr1871|31	0
Example_S2_L001_R1	amiA3|124	0
Example_S2_L001_R1	amiA3|61	0
Example_S2_L001_R1	amiA3|100	0
Example_S2_L001_R1	amiA3|49	0
Example_S2_L001_R1	amiA3|28	0
Example_S2_L001_R1	amiA2|172	0
Example_S2_L001_R1	amiA2|157	0
Example_S2_L001_R1	amiA2|119	0
Example_S2_L001_R1	amiA2|100	0
Example_S2_L001_R1	dnaA|49	0
Example_S2_L001_R1	dnaA|121	0
Example_S2_L001_R1	dnaA|63	0
Example_S2_L001_R1	aat|98	0
Example_S2_L001_R1	aat|22	0
Example_S2_L001_R1	aat|58	0
Example_S2_L001_R1	aat|111	0
Example_S2_L001_R1	aat|135	0
Example_S2_L001_R1	sll1771|54	0
Example_S2_L001_R1	sll1771|37	0
Example_S2_L001_R1	sll1771|92	0
Example_S2_L001_R1	cdsA|169	0
Example_S2_L001_R1	cdsA|7	0
Example_S2_L001_R1	cdsA|205	0
Example_S2_L001_R1	ssl1633|39	0
Example_S2_L001_R1	ssl1633|161	0
Example_S2_L001_R1	sll1775|30	0
Example_S2_L001_R1	sll1775|75	0
Example_S2_L001_R1	sll1775|4	0
Example_S2_L001_R1	sll1774|344	0
Example_S2_L001_R1	sll1774|96	0
Example_S2_L001_R1	sll1774|399	0
Example_S2_L001_R1	sll1774|637	0
Example_S2_L001_R1	csgA|108	0
Example_S2_L001_R1	csgA|151	0
Example_S2_L001_R1	csgA|18	0
Example_S2_L001_R1	csgA|180	0
Example_S2_L001_R1	sll1315|105	0
Example_S2_L001_R1	sll1315|586	0
Example_S2_L001_R1	sll1315|193	0
Example_S2_L001_R1	sll0843|261	0
Example_S2_L001_R1	sll0843|249	0
Example_S2_L001_R1	sll0843|58	0
Example_S2_L001_R1	ssl2595|118	0
Example_S2_L001_R1	ssl2595|55	0
Example_S2_L001_R1	ssl2595|168	0
Example_S2_L001_R1	ssl2595|130	0
Example_S2_L001_R1	nplT|148	0
Example_S2_L001_R1	nplT|3	0
Example_S2_L001_R1	nplT|70	0
Example_S2_L001_R1	nplT|58	0
Example_S2_L001_R1	sll0846|131	0
Example_S2_L001_R1	sll0846|35	0
Example_S2_L001_R1	sll0846|77	0
Example_S2_L001_R1	sll0846|50	0
Example_S2_L001_R1	sll0847|40	0
Example_S2_L001_R1	sll0847|83	0
Example_S2_L001_R1	sll0847|97	0
Example_S2_L001_R1	sll0847|214	0
Example_S2_L001_R1	sll2015|85	0
Example_S2_L001_R1	sll2015|146	0
Example_S2_L001_R1	sll2015|7	0
Example_S2_L001_R1	sll2015|64	0
Example_S2_L001_R1	sll2015|37	0
Example_S2_L001_R1	gdh|127	0
Example_S2_L001_R1	gdh|70	0
Example_S2_L001_R1	glgP2|52	0
Example_S2_L001_R1	glgP2|172	0
Example_S2_L001_R1	glgP2|115	0
Example_S2_L001_R1	slr0877|238	0
Example_S2_L001_R1	slr0877|49	0
Example_S2_L001_R1	slr0877|64	0
Example_S2_L001_R1	slr0877|145	0
Example_S2_L001_R1	slr0876|14	0
Example_S2_L001_R1	slr0876|111	0
Example_S2_L001_R1	slr0876|84	0
Example_S2_L001_R1	fabG|73	0
Example_S2_L001_R1	fabG|157	0
Example_S2_L001_R1	slr0872|91	0
Example_S2_L001_R1	slr0872|18	0
Example_S2_L001_R1	slr0872|79	0
Example_S2_L001_R1	slr0872|29	0
Example_S2_L001_R1	slr0872|48	0
Example_S2_L001_R1	sll2008|106	0
Example_S2_L001_R1	sll2008|11	0
Example_S2_L001_R1	sll2008|85	0
Example_S2_L001_R1	sll2008|67	0
Example_S2_L001_R1	sll2008|157	0
Example_S2_L001_R1	sll2009|49	0
Example_S2_L001_R1	sll2009|132	0
Example_S2_L001_R1	sll2009|16	0
Example_S2_L001_R1	sll2009|69	0
Example_S2_L001_R1	sll2006|20	0
Example_S2_L001_R1	sll2006|79	0
Example_S2_L001_R1	sll2006|66	0
Example_S2_L001_R1	sll2006|34	0
Example_S2_L001_R1	sll2007|56	0
Example_S2_L001_R1	sll2007|127	0
Example_S2_L001_R1	sll2007|104	0
Example_S2_L001_R1	slr1876|111	0
Example_S2_L001_R1	slr1876|16	0
Example_S2_L001_R1	slr1876|133	0
Example_S2_L001_R1	slr1876|3	0
Example_S2_L001_R1	sdhB|250	0
Example_S2_L001_R1	sdhB|26	0
Example_S2_L001_R1	slr1870|137	0
Example_S2_L001_R1	slr1870|25	0
Example_S2_L001_R1	slr1870|49	0
Example_S2_L001_R1	slr1870|3	0
Example_S2_L001_R1	slr1870|103	0
Example_S2_L001_R1	sll2003|58	0
Example_S2_L001_R1	sll2003|14	0
Example_S2_L001_R1	sll2003|118	0
Example_S2_L001_R1	slr0878|31	0
Example_S2_L001_R1	slr0878|66	0
Example_S2_L001_R1	slr0878|100	0
Example_S2_L001_R1	sll1764|106	0
Example_S2_L001_R1	sll1764|166	0
Example_S2_L001_R1	sll1764|72	0
Example_S2_L001_R1	sll1765|10	0
Example_S2_L001_R1	sll1765|156	0
Example_S2_L001_R1	sll1765|58	0
Example_S2_L001_R1	sll1762|100	0
Example_S2_L001_R1	sll1762|80	0
Example_S2_L001_R1	sll1762|18	0
Example_S2_L001_R1	sll1763|46	0
Example_S2_L001_R1	sll1763|11	0
Example_S2_L001_R1	sll1763|25	0
Example_S2_L001_R1	sll1761|286	0
Example_S2_L001_R1	sll1761|310	0
Example_S2_L001_R1	sll1761|404	0
Example_S2_L001_R1	sll2002|36	0
Example_S2_L001_R1	sll2002|111	0
Example_S2_L001_R1	sll2002|90	0
Example_S2_L001_R1	sll2002|144	0
Example_S2_L001_R1	rpoD2|91	0
Example_S2_L001_R1	rpoD2|27	0
Example_S2_L001_R1	trpD|53	0
Example_S2_L001_R1	sll1769|148	0
Example_S2_L001_R1	sll1769|35	0
Example_S2_L001_R1	sll1769|46	0
Example_S2_L001_R1	hpcE|110	0
Example_S2_L001_R1	slr0888|5	0
Example_S2_L001_R1	slr0889|7	0
Example_S2_L001_R1	slr0889|29	0
Example_S2_L001_R1	slr0889|83	0
Example_S2_L001_R1	slr0889|111	0
Example_S2_L001_R1	slr0889|139	0
Example_S2_L001_R1	thrB|47	0
Example_S2_L001_R1	thrB|89	0
Example_S2_L001_R1	thrB|73	0
Example_S2_L001_R1	thrB|13	0
Example_S2_L001_R1	thrB|28	0
Example_S2_L001_R1	slr0882|10	0
Example_S2_L001_R1	slr0882|142	0
Example_S2_L001_R1	slr0882|44	0
Example_S2_L001_R1	trpS|170	0
Example_S2_L001_R1	trpS|112	0
Example_S2_L001_R1	trpS|153	0
Example_S2_L001_R1	trpS|129	0
Example_S2_L001_R1	trpS|40	0
Example_S2_L001_R1	slr0880|22	0
Example_S2_L001_R1	slr0880|63	0
Example_S2_L001_R1	slr0880|109	0
Example_S2_L001_R1	slr0880|47	0
Example_S2_L001_R1	slr0880|98	0
Example_S2_L001_R1	slr0881|147	0
Example_S2_L001_R1	slr0881|25	0
Example_S2_L001_R1	slr0881|92	0
Example_S2_L001_R1	slr0887|94	0
Example_S2_L001_R1	slr0887|63	0
Example_S2_L001_R1	slr0887|51	0
Example_S2_L001_R1	slr0887|110	0
Example_S2_L001_R1	slr0885|124	0
Example_S2_L001_R1	slr0885|239	0
Example_S2_L001_R1	slr0885|101	0
Example_S2_L001_R1	sll1304|333	0
Example_S2_L001_R1	sll1304|205	0
Example_S2_L001_R1	sll1304|140	0
Example_S2_L001_R1	sll1305|129	0
Example_S2_L001_R1	sll1305|8	0
Example_S2_L001_R1	sll1305|182	0
Example_S2_L001_R1	sll1306|126	0
Example_S2_L001_R1	sll1306|37	0
Example_S2_L001_R1	sll1306|137	0
Example_S2_L001_R1	sll1307|60	0
Example_S2_L001_R1	sll1307|93	0
Example_S2_L001_R1	sll1307|133	0
Example_S2_L001_R1	sll1307|106	0
Example_S2_L001_R1	gyrB|74	0
Example_S2_L001_R1	gyrB|4	0
Example_S2_L001_R1	gyrB|60	0
Example_S2_L001_R1	gyrB|119	0
Example_S2_L001_R1	gyrB|94	0
Example_S2_L001_R1	sll0877|210	0
Example_S2_L001_R1	sll0877|222	0
Example_S2_L001_R1	sll0877|40	0
Example_S2_L001_R1	sll0877|139	0
Example_S2_L001_R1	sll1783|202	0
Example_S2_L001_R1	sll1783|144	0
Example_S2_L001_R1	sll1783|240	0
Example_S2_L001_R1	sll1308|3	0
Example_S2_L001_R1	sll1785|251	0
Example_S2_L001_R1	sll1785|239	0
Example_S2_L001_R1	slr0890|36	0
Example_S2_L001_R1	slr0890|73	0
Example_S2_L001_R1	slr0890|108	0
Example_S2_L001_R1	slr0890|204	0
Example_S2_L001_R1	slr0890|57	0
Example_S2_L001_R1	sll0872|178	0
Example_S2_L001_R1	sll0872|295	0
Example_S2_L001_R1	sll0872|118	0
Example_S2_L001_R1	sll0872|198	0
Example_S2_L001_R1	slr0864|75	0
Example_S2_L001_R1	slr0864|33	0
Example_S2_L001_R1	slr0864|179	0
Example_S2_L001_R1	slr0864|5	0
Example_S2_L001_R1	slr0864|124	0
Example_S2_L001_R1	slr0865|41	0
Example_S2_L001_R1	slr0865|7	0
Example_S2_L001_R1	slr0865|19	0
Example_S2_L001_R1	slr0865|53	0
Example_S2_L001_R1	aslB|307	0
Example_S2_L001_R1	aslB|295	0
Example_S2_L001_R1	aslB|329	0
Example_S2_L001_R1	aslB|380	0
Example_S2_L001_R1	aslB|217	0
Example_S2_L001_R1	slr0867|35	0
Example_S2_L001_R1	slr0867|75	0
Example_S2_L001_R1	slr0867|49	0
Example_S2_L001_R1	slr1735|233	0
Example_S2_L001_R1	slr1735|7	0
Example_S2_L001_R1	slr1735|174	0
Example_S2_L001_R1	slr1735|123	0
Example_S2_L001_R1	sll1272|111	0
Example_S2_L001_R1	sll1272|175	0
Example_S2_L001_R1	sll1272|225	0
Example_S2_L001_R1	sll1272|261	0
Example_S2_L001_R1	sll1272|243	0
Example_S2_L001_R1	gcpE|53	0
Example_S2_L001_R1	gcpE|29	0
Example_S2_L001_R1	gcpE|18	0
Example_S2_L001_R1	gcpE|67	0
Example_S2_L001_R1	gcpE|7	0
Example_S2_L001_R1	phr|168	0
Example_S2_L001_R1	phr|223	0
Example_S2_L001_R1	phr|153	0
Example_S2_L001_R1	phr|28	0
Example_S2_L001_R1	phr|307	0
Example_S2_L001_R1	ssl3291|92	0
Example_S2_L001_R1	ssl3291|44	0
Example_S2_L001_R1	ssl3291|121	0
Example_S2_L001_R1	slr0869|4	0
Example_S2_L001_R1	slr0869|118	0
Example_S2_L001_R1	slr0869|136	0
Example_S2_L001_R1	psbD|190	0
Example_S2_L001_R1	psbD|262	0
Example_S2_L001_R1	psbD|282	0
Example_S2_L001_R1	psbD|113	0
Example_S2_L001_R1	psbD|314	0
Example_S2_L001_R1	glgX2|69	0
Example_S2_L001_R1	glgX2|25	0
Example_S2_L001_R1	glgX2|122	0
Example_S2_L001_R1	psbC|79	0
Example_S2_L001_R1	psbC|97	0
Example_S2_L001_R1	psbC|115	0
Example_S2_L001_R1	psbC|163	0
Example_S2_L001_R1	mutS2|114	0
Example_S2_L001_R1	mutS2|157	0
Example_S2_L001_R1	mutS2|349	0
Example_S2_L001_R1	hofG|145	0
Example_S2_L001_R1	hofG|325	0
Example_S2_L001_R1	hofG|232	0
Example_S2_L001_R1	hofG|465	0
Example_S2_L001_R1	nth|145	0
Example_S2_L001_R1	nth|88	0
Example_S2_L001_R1	nth|130	0
Example_S2_L001_R1	nth|25	0
Example_S2_L001_R1	lmbP|301	0
Example_S2_L001_R1	lmbP|201	0
Example_S2_L001_R1	lmbP|160	0
Example_S2_L001_R1	psbH|29	0
Example_S2_L001_R1	rimI|169	0
Example_S2_L001_R1	rimI|220	0
Example_S2_L001_R1	rimI|137	0
Example_S2_L001_R1	rimI|58	0
Example_S2_L001_R1	sll1160|106	0
Example_S2_L001_R1	sll1160|60	0
Example_S2_L001_R1	sll1161|12	0
Example_S2_L001_R1	sll1161|30	0
Example_S2_L001_R1	sll1161|100	0
Example_S2_L001_R1	sll1161|127	0
Example_S2_L001_R1	sll1162|147	0
Example_S2_L001_R1	sll1162|62	0
Example_S2_L001_R1	sll1162|19	0
Example_S2_L001_R1	sll1162|86	0
Example_S2_L001_R1	sll1162|100	0
Example_S2_L001_R1	sll1163|6	0
Example_S2_L001_R1	sll1163|201	0
Example_S2_L001_R1	sll1164|51	0
Example_S2_L001_R1	sll1164|173	0
Example_S2_L001_R1	sll1164|315	0
Example_S2_L001_R1	cpcE|178	0
Example_S2_L001_R1	cpcE|20	0
Example_S2_L001_R1	cpcE|9	0
Example_S2_L001_R1	sll0844|97	0
Example_S2_L001_R1	sll0844|28	0
Example_S2_L001_R1	sll0844|82	0
Example_S2_L001_R1	ssl3829|9	0
Example_S2_L001_R1	ssl3829|128	0
Example_S2_L001_R1	ssl3829|50	0
Example_S2_L001_R1	slr1882|106	0
Example_S2_L001_R1	slr1882|202	0
Example_S2_L001_R1	slr1882|183	0
Example_S2_L001_R1	slr1882|214	0
Example_S2_L001_R1	slr1882|123	0
Example_S2_L001_R1	pstS|114	0
Example_S2_L001_R1	pstS|184	0
Example_S2_L001_R1	pstS|28	0
Example_S2_L001_R1	pstS|82	0
Example_S2_L001_R1	nblA2|136	0
Example_S2_L001_R1	nblA2|67	0
Example_S2_L001_R1	nblA2|6	0
Example_S2_L001_R1	nblA2|47	0
Example_S2_L001_R1	ctaE2|153	0
Example_S2_L001_R1	ctaE2|20	0
Example_S2_L001_R1	ctaE2|164	0
Example_S2_L001_R1	ctaE2|33	0
Example_S2_L001_R1	ssr2549|121	0
Example_S2_L001_R1	ssr2549|110	0
Example_S2_L001_R1	pstC|40	0
Example_S2_L001_R1	pstC|109	0
Example_S2_L001_R1	pstC|121	0
Example_S2_L001_R1	pstC|70	0
Example_S2_L001_R1	pstC|58	0
Example_S2_L001_R1	pstB|24	0
Example_S2_L001_R1	pstB|115	0
Example_S2_L001_R1	pstB|91	0
Example_S2_L001_R1	pstA|94	0
Example_S2_L001_R1	pstA|133	0
Example_S2_L001_R1	sll1956|114	0
Example_S2_L001_R1	sll1956|142	0
Example_S2_L001_R1	sll1956|101	0
Example_S2_L001_R1	sll1956|64	0
Example_S2_L001_R1	sll1950|29	0
Example_S2_L001_R1	sll1950|56	0
Example_S2_L001_R1	sll1950|74	0
Example_S2_L001_R1	sll1950|14	0
Example_S2_L001_R1	aspS|122	0
Example_S2_L001_R1	aspS|77	0
Example_S2_L001_R1	aspS|34	0
Example_S2_L001_R1	ycf44|440	0
Example_S2_L001_R1	ycf44|177	0
Example_S2_L001_R1	ycf44|324	0
Example_S2_L001_R1	ycf44|4	0
Example_S2_L001_R1	menA|64	0
Example_S2_L001_R1	ilvG|35	0
Example_S2_L001_R1	ilvG|77	0
Example_S2_L001_R1	ilvG|89	0
Example_S2_L001_R1	ilvG|64	0
Example_S2_L001_R1	slr1261|13	0
Example_S2_L001_R1	slr1261|124	0
Example_S2_L001_R1	slr1261|141	0
Example_S2_L001_R1	slr1260|111	0
Example_S2_L001_R1	slr1260|82	0
Example_S2_L001_R1	slr1260|49	0
Example_S2_L001_R1	slr1260|26	0
Example_S2_L001_R1	slr1260|141	0
Example_S2_L001_R1	slr1263|18	0
Example_S2_L001_R1	slr1263|42	0
Example_S2_L001_R1	slr1263|54	0
Example_S2_L001_R1	slr1263|31	0
Example_S2_L001_R1	lacG|57	0
Example_S2_L001_R1	lacG|91	0
Example_S2_L001_R1	lacG|180	0
Example_S2_L001_R1	lacG|194	0
Example_S2_L001_R1	slr1513|125	0
Example_S2_L001_R1	slr0267|11	0
Example_S2_L001_R1	slr0267|22	0
Example_S2_L001_R1	slr0267|100	0
Example_S2_L001_R1	slr0267|53	0
Example_S2_L001_R1	slr0267|34	0
Example_S2_L001_R1	slr0264|9	0
Example_S2_L001_R1	slr0264|57	0
Example_S2_L001_R1	slr0264|20	0
Example_S2_L001_R1	slr0262|162	0
Example_S2_L001_R1	slr0262|222	0
Example_S2_L001_R1	slr0262|142	0
Example_S2_L001_R1	slr0262|174	0
Example_S2_L001_R1	slr0263|153	0
Example_S2_L001_R1	slr0263|136	0
Example_S2_L001_R1	slr0263|176	0
Example_S2_L001_R1	slr1515|49	0
Example_S2_L001_R1	slr1515|80	0
Example_S2_L001_R1	slr1515|9	0
Example_S2_L001_R1	slr1515|65	0
Example_S2_L001_R1	sll1424|4	0
Example_S2_L001_R1	sll1424|169	0
Example_S2_L001_R1	sll1424|208	0
Example_S2_L001_R1	sll1424|120	0
Example_S2_L001_R1	sll1426|52	0
Example_S2_L001_R1	sll1426|133	0
Example_S2_L001_R1	sll1158|157	0
Example_S2_L001_R1	sll1158|73	0
Example_S2_L001_R1	sll1158|55	0
Example_S2_L001_R1	sll1155|89	0
Example_S2_L001_R1	sll1155|70	0
Example_S2_L001_R1	sll1155|124	0
Example_S2_L001_R1	sll1155|166	0
Example_S2_L001_R1	sll1156|279	0
Example_S2_L001_R1	sll1151|115	0
Example_S2_L001_R1	sll1151|187	0
Example_S2_L001_R1	sll1151|130	0
Example_S2_L001_R1	sll1150|77	0
Example_S2_L001_R1	sll1150|93	0
Example_S2_L001_R1	katG|108	0
Example_S2_L001_R1	katG|47	0
Example_S2_L001_R1	katG|7	0
Example_S2_L001_R1	slr2062|142	0
Example_S2_L001_R1	slr2062|129	0
Example_S2_L001_R1	slr2062|30	0
Example_S2_L001_R1	slr2062|213	0
Example_S2_L001_R1	sll1236|27	0
Example_S2_L001_R1	slr2060|90	0
Example_S2_L001_R1	slr2060|7	0
Example_S2_L001_R1	slr2060|19	0
Example_S2_L001_R1	slr2060|45	0
Example_S2_L001_R1	hemK|128	0
Example_S2_L001_R1	hemK|34	0
Example_S2_L001_R1	hemK|46	0
Example_S2_L001_R1	hemK|19	0
Example_S2_L001_R1	plsX|176	0
Example_S2_L001_R1	plsX|80	0
Example_S2_L001_R1	plsX|52	0
Example_S2_L001_R1	sll0242|195	0
Example_S2_L001_R1	sll0242|173	0
Example_S2_L001_R1	sll1239|355	0
Example_S2_L001_R1	sll1949|97	0
Example_S2_L001_R1	sll1949|129	0
Example_S2_L001_R1	sll1949|141	0
Example_S2_L001_R1	sll1949|37	0
Example_S2_L001_R1	sll1949|71	0
Example_S2_L001_R1	slr1508|203	0
Example_S2_L001_R1	slr2079|139	0
Example_S2_L001_R1	slr2079|76	0
Example_S2_L001_R1	slr2079|97	0
Example_S2_L001_R1	ureA|109	0
Example_S2_L001_R1	ureA|65	0
Example_S2_L001_R1	ureA|43	0
Example_S2_L001_R1	ssl3769|171	0
Example_S2_L001_R1	ssl3769|138	0
Example_S2_L001_R1	ssl3769|13	0
Example_S2_L001_R1	ssl3769|197	0
Example_S2_L001_R1	sll1954|72	0
Example_S2_L001_R1	sll1954|15	0
Example_S2_L001_R1	hemB|6	0
Example_S2_L001_R1	hemB|50	0
Example_S2_L001_R1	hemB|32	0
Example_S2_L001_R1	hemB|18	0
Example_S2_L001_R1	galE3|52	0
Example_S2_L001_R1	galE3|28	0
Example_S2_L001_R1	galE3|67	0
Example_S2_L001_R1	galE3|107	0
Example_S2_L001_R1	galE3|92	0
Example_S2_L001_R1	rbcR|37	0
Example_S2_L001_R1	rbcR|61	0
Example_S2_L001_R1	rbcR|173	0
Example_S2_L001_R1	rbcR|141	0
Example_S2_L001_R1	slr1505|40	0
